country;dateOfBirth;workclass;education;maritalStatus;sex;hours;savings;income;mortgage;mobile_car_sport
Germany;8/17/1972;Private;Bachelors;Divorced; Female;29,5;6875;1285;false;Samsung, Ford, Football
Spain;9/16/1970;Public;Bachelors;Never Married; Female;31,5;5918;702;false;iPhone, Volkswagen, Non
France;4/3/1973;Unknown;Masters;Married; Male;26;7160;897;true;Iphone, Seat, Non
Italy;9/11/1989;Self Employed;Bachelors;Married; Male;11;9057;449;true;iPhone, Seat, Non
Portugal;8/10/1971;Public;Bachelors;Married; Male;38;9557;1717;false;Iphone, Audi, Basketball
Portugal;5/12/1983;Private;High School;Married; Male;17;3930;714;false;Iphone, Others, Non
France;7/31/1979;Self Employed;Masters;Married; Male;15,5;5030;385;false;Samsung, Others, Football
Germany;11/10/1977;Private;Doctorate;Married; Female;31;5935;784;false;Others, BMW, Basketball
Germany;11/19/1972;Self Employed;High School;Married; Female;20,5;37967;4699;false;iPhone, Others, Basketball
Portugal;2/15/1975;Public;High School;Married; Male;36;7933;1941;true;iPhone, Ford, Non
Spain;10/5/1973;Unknown;Bachelors;Married; Female;35,5;22917;3519;false;Samsung, Others, Non
Spain;3/11/1970;Unknown;High School;Married; Male;21,5;7392;628;false;Iphone, Audi, Basketball
France;6/10/1971;Self Employed;High School;Divorced; Female;10,5;9136;393;false;Others, Honda, Football
France;4/8/1985;Self Employed;High School;Married; Female;36,5;8450;663;true;Samsung, Others, Football
Italy;12/7/1973;Public;Doctorate;Married; Female;31;6450;580;false;iPhone, Ford, Non
Germany;5/17/1982;Self Employed;Bachelors;Divorced; Female;4,5;6325;389;false;Samsung, Others, Non
Spain;4/25/1990;Self Employed;High School;Never Married; Male;21;6073;1157;false;Samsung, Others, Non
Portugal;8/1/1984;Unknown;Bachelors;Married; Male;25,5;3225;1375;false;Samsung, BMW, Football
Italy;3/20/1977;Self Employed;High School;Separated; Male;20;3922;949;false;Samsung, Honda, Paddle
France;1/8/1983;Private;High School;Separated; Male;34,5;3249;1227;false;iPhone, Honda, Paddle
Italy;8/7/1988;Public;Masters;Separated; Female;36,5;5219;1989;true;iPhone, Seat, Non
Italy;3/28/1984;Public;High School;Separated; Male;34;9958;1445;true;iPhone, Others, Non
Germany;12/26/1987;Self Employed;High School;Married; Male;39;4892;1440;false;iPhone, Others, Non
Spain;8/12/1990;Self Employed;Doctorate;Married; Female;33;4679;1451;false;iPhone, BMW, Football
Portugal;9/19/1970;Public;High School;Married; Male;14;3175;449;true;Others, Others, Basketball
Spain;9/26/1987;Unknown;Doctorate;Never Married; Female;10;7233;383;false;Others, Ford, Non
Spain;11/2/1981;Private;Bachelors;Divorced; Male;22,5;29068;4803;false;iPhone, Others, Basketball
France;5/23/1978;Public;High School;Separated; Male;32;3959;588;false;Others, Others, Paddle
France;12/28/1983;Self Employed;Bachelors;Divorced; Male;34,5;3147;1990;false;Others, Others, Basketball
France;8/7/1973;Unknown;Bachelors;Married; Male;30;17034;830;true;Others, Others, Non
Spain;12/6/1974;Self Employed;Doctorate;Married; Male;36,5;5777;1784;true;Iphone, Volkswagen, Football
Spain;10/20/1981;Self Employed;High School;Divorced; Male;15;5033;354;false;Samsung, Others, Basketball
Spain;5/5/1984;Unknown;Doctorate;Married; Male;16,5;5630;437;true;iPhone, Others, Football
Portugal;9/25/1981;Unknown;Bachelors;Divorced; Female;22;9081;582;false;iPhone, Others, Football
Germany;2/22/1980;Private;Bachelors;Married; Male;19,5;6779;636;false;Samsung, Volkswagen, Football
France;1/14/1973;Unknown;Doctorate;Married; Female;29,5;5123;1735;false;Others, Others, Non
France;5/16/1975;Private;High School;Married; Female;37;7947;1861;false;iPhone, Others, Non
France;10/22/1975;Private;High School;Married; Female;35,5;31472;3993;false;iPhone, Others, Paddle
Portugal;10/20/1984;Private;High School;Separated; Female;36;38043;6724;false;Iphone, BMW, Non
Germany;11/3/1985;Unknown;High School;Married; Male;22,5;3512;828;false;iPhone, Ford, Non
Germany;6/26/1989;Self Employed;Bachelors;Married; Male;22;32137;6704;true;iPhone, Others, Non
France;8/19/1980;Private;Bachelors;Never Married; Female;28,5;35491;3445;false;Others, Others, Non
Spain;2/10/1978;Self Employed;Bachelors;Married; Female;5;7939;459;false;Samsung, Others, Paddle
France;10/19/1983;Private;Bachelors;Married; Male;27,5;16751;1128;false;Samsung, Others, Basketball
Germany;12/16/1985;Public;Masters;Married; Male;26;4850;558;true;Iphone, Others, Tennis
Italy;2/23/1971;Private;Bachelors;Married; Male;33;3232;1310;true;Samsung, Others, Basketball
Spain;7/24/1988;Self Employed;High School;Separated; Male;25,5;8835;638;false;iPhone, Honda, Non
France;4/2/1972;Private;Masters;Married; Female;28,5;6059;814;true;iPhone, Volkswagen, Basketball
Germany;9/3/1986;Self Employed;Bachelors;Never Married; Male;17;6431;930;true;iPhone, BMW, Paddle
Spain;12/31/1988;Self Employed;Bachelors;Divorced; Male;39;41298;5665;true;iPhone, Volkswagen, Non
Spain;12/29/1977;Public;Masters;Separated; Male;24,5;91780;4949;false;Iphone, Others, Paddle
Spain;3/2/1977;Self Employed;High School;Separated; Male;27;6509;1298;false;iPhone, Ford, Basketball
Portugal;10/2/1978;Unknown;Bachelors;Married; Female;18;7648;574;false;iPhone, Volkswagen, Non
Germany;7/7/1982;Unknown;Bachelors;Married; Male;9;9065;467;true;Others, Others, Tennis
Spain;11/21/1974;Public;Doctorate;Married; Male;33,5;9430;1701;false;Iphone, Others, Basketball
Italy;6/20/1988;Public;Bachelors;Married; Male;30;28865;2604;true;iPhone, Audi, Paddle
Italy;5/18/1978;Public;Doctorate;Married; Male;17,5;7755;1513;false;Samsung, Audi, Non
France;9/12/1985;Private;High School;Divorced; Male;28;4017;1585;false;Samsung, Others, Basketball
Portugal;11/6/1976;Private;High School;Separated; Female;18,5;27850;4317;true;Others, Volkswagen, Tennis
Germany;5/28/1970;Public;Bachelors;Never Married; Male;17,5;4436;708;false;Samsung, Others, Non
Germany;3/11/1973;Private;Bachelors;Divorced; Male;16,5;4083;356;true;Iphone, Ford, Basketball
Spain;7/14/1985;Public;Bachelors;Separated; Male;38;9453;1335;true;iPhone, Others, Tennis
Germany;7/1/1983;Public;Masters;Married; Male;22,5;37132;2931;true;iPhone, Others, Non
Portugal;8/22/1982;Unknown;Bachelors;Married; Male;38,5;34233;4736;false;Samsung, Seat, Non
Germany;3/3/1983;Public;Bachelors;Separated; Male;39;3052;981;true;iPhone, Others, Football
Spain;10/11/1989;Self Employed;Bachelors;Married; Male;27,5;7212;1712;true;iPhone, Others, Non
France;4/29/1989;Public;High School;Married; Female;24;9568;1490;true;Iphone, Honda, Basketball
Portugal;6/24/1983;Unknown;High School;Married; Male;22,5;89527;5028;true;iPhone, Audi, Non
Portugal;2/4/1985;Public;Bachelors;Married; Male;24,5;3975;1161;true;Others, Audi, Tennis
Italy;4/21/1981;Private;Doctorate;Divorced; Male;25;3538;533;false;Samsung, Ford, Non
France;4/14/1989;Self Employed;Bachelors;Never Married; Male;34,5;7408;1802;false;Samsung, Others, Non
France;5/3/1978;Self Employed;Bachelors;Married; Male;31;7798;956;true;iPhone, Ford, Football
Italy;11/27/1979;Public;High School;Never Married; Male;23,5;3285;1070;false;Iphone, Honda, Football
Portugal;6/13/1983;Public;Bachelors;Married; Male;18,5;5988;799;true;Iphone, Others, Basketball
France;10/4/1974;Public;High School;Married; Male;10,5;4739;387;false;Samsung, Others, Non
Spain;1/11/1984;Self Employed;High School;Married; Male;22;7192;559;false;Others, Others, Non
Germany;4/20/1988;Unknown;Bachelors;Married; Male;18,5;75189;2051;false;iPhone, Honda, Non
Germany;5/28/1971;Unknown;High School;Never Married; Male;30,5;9099;1738;false;Others, Others, Basketball
Germany;4/6/1977;Unknown;Doctorate;Separated; Male;28,5;97058;4104;true;Samsung, Audi, Tennis
France;9/30/1971;Public;Bachelors;Married; Male;31,5;8875;1296;false;iPhone, Honda, Non
France;9/5/1978;Unknown;Bachelors;Divorced; Male;22;28145;4129;false;iPhone, BMW, Non
Italy;5/17/1986;Unknown;Bachelors;Divorced; Female;36;7111;1924;false;Iphone, Others, Paddle
Germany;8/27/1975;Unknown;Masters;Never Married; Male;21;3791;1477;true;Samsung, Volkswagen, Football
Portugal;6/29/1974;Self Employed;Bachelors;Never Married; Female;26,5;8397;574;false;iPhone, Volkswagen, Paddle
France;8/5/1986;Self Employed;Bachelors;Divorced; Female;34,5;6357;572;true;Samsung, Volkswagen, Football
Spain;7/23/1970;Self Employed;Bachelors;Married; Male;40;8274;554;true;iPhone, Honda, Paddle
Italy;9/11/1988;Self Employed;Bachelors;Married; Female;37;3142;1968;true;Iphone, Seat, Non
Germany;5/23/1984;Public;Bachelors;Married; Female;32;6989;1206;false;iPhone, Ford, Football
France;4/8/1970;Self Employed;High School;Married; Male;30,5;6750;1525;true;Iphone, Audi, Non
Germany;4/2/1980;Public;Bachelors;Married; Male;35;8759;1898;true;iPhone, Others, Non
Germany;11/3/1975;Unknown;Masters;Separated; Male;27;7024;1109;false;iPhone, Honda, Non
France;5/12/1985;Public;Masters;Divorced; Male;22,5;7810;1748;true;Samsung, Others, Non
France;9/27/1972;Private;Bachelors;Married; Male;38,5;4132;1162;false;Others, Others, Basketball
Italy;2/1/1985;Public;Bachelors;Never Married; Female;31,5;8644;960;true;iPhone, Volkswagen, Basketball
Italy;12/30/1973;Private;High School;Married; Male;26;7892;523;true;iPhone, Seat, Basketball
Germany;8/20/1989;Unknown;Bachelors;Divorced; Male;5;7476;436;true;Iphone, Seat, Non
Spain;6/25/1978;Public;Masters;Divorced; Male;28,5;10920;1224;false;Others, Others, Basketball
Spain;3/6/1982;Unknown;Bachelors;Divorced; Male;32;5710;1158;true;iPhone, Honda, Non
Germany;8/18/1985;Public;High School;Divorced; Female;22,5;6725;710;true;Samsung, Honda, Basketball
Portugal;6/28/1971;Self Employed;Bachelors;Never Married; Female;19,5;9712;1312;true;Samsung, Audi, Non
Italy;10/29/1984;Private;Doctorate;Never Married; Male;28,5;4820;1422;false;Iphone, Ford, Football
Germany;9/19/1976;Public;Bachelors;Separated; Female;28;28173;3165;true;Iphone, Others, Basketball
Spain;4/14/1990;Private;Bachelors;Married; Male;37,5;6399;1588;false;iPhone, Volkswagen, Basketball
Italy;9/16/1978;Private;High School;Married; Female;21;7727;705;false;iPhone, BMW, Basketball
Italy;10/4/1972;Self Employed;Doctorate;Married; Male;26,5;3101;871;false;iPhone, BMW, Non
France;10/16/1979;Private;Masters;Separated; Male;36;9377;800;false;Samsung, Ford, Non
Spain;5/4/1988;Public;Masters;Never Married; Male;31,5;12040;693;false;iPhone, Audi, Non
Germany;7/29/1978;Self Employed;High School;Divorced; Female;5;4304;497;false;Samsung, Others, Non
Portugal;1/6/1984;Self Employed;High School;Married; Female;31;25958;5279;true;Samsung, Others, Basketball
Spain;6/1/1973;Self Employed;Bachelors;Married; Male;13,5;3946;320;true;iPhone, Others, Non
Italy;3/20/1988;Self Employed;High School;Married; Male;38;3416;805;false;iPhone, Others, Basketball
France;1/25/1989;Private;Bachelors;Married; Male;37,5;9204;1293;false;Samsung, Audi, Football
Spain;8/22/1970;Self Employed;Masters;Married; Male;30,5;3858;1734;false;Samsung, Others, Non
Italy;7/27/1977;Unknown;Bachelors;Married; Male;30;22378;6547;false;iPhone, Others, Non
Spain;8/31/1980;Self Employed;Masters;Divorced; Male;28,5;7576;1651;false;Iphone, Ford, Non
Portugal;2/13/1975;Unknown;Bachelors;Married; Female;35,5;31273;5135;false;iPhone, Others, Paddle
Spain;4/7/1984;Self Employed;Bachelors;Married; Female;21,5;3537;737;false;Iphone, BMW, Non
Germany;9/6/1987;Unknown;Doctorate;Married; Male;22;6905;656;true;Iphone, Others, Non
Portugal;3/19/1990;Private;Bachelors;Never Married; Male;34;20934;3399;false;Iphone, Seat, Non
Spain;6/3/1990;Public;Masters;Separated; Male;21;29573;6788;true;Samsung, Ford, Non
Spain;4/19/1981;Self Employed;Bachelors;Divorced; Male;22,5;7394;1274;false;Samsung, Others, Non
Spain;4/8/1980;Private;Bachelors;Married; Female;27,5;20995;6659;false;Iphone, Others, Non
Italy;11/5/1978;Unknown;Bachelors;Married; Female;32;4110;1637;true;iPhone, Others, Non
Spain;3/1/1982;Public;Bachelors;Married; Male;5;9750;330;false;Samsung, Audi, Tennis
France;10/18/1986;Self Employed;Bachelors;Married; Female;30,5;8302;605;false;iPhone, Ford, Tennis
Germany;8/27/1988;Self Employed;High School;Married; Male;33,5;8936;1686;false;Others, Seat, Football
Germany;3/6/1981;Public;High School;Never Married; Male;19,5;9823;1828;true;iPhone, Others, Basketball
Portugal;3/19/1985;Public;High School;Never Married; Male;22,5;6408;514;true;Samsung, BMW, Football
Portugal;1/28/1975;Public;Bachelors;Married; Male;24,5;33262;6871;false;Others, Volkswagen, Basketball
Portugal;1/22/1982;Private;Bachelors;Divorced; Male;6;7552;485;false;Samsung, Honda, Non
Spain;3/21/1976;Self Employed;Masters;Married; Male;22,5;8927;1476;false;iPhone, Others, Non
France;5/1/1986;Unknown;Bachelors;Separated; Male;25;5748;1507;false;Iphone, Others, Non
France;6/4/1986;Self Employed;High School;Separated; Male;15,5;8825;463;true;Samsung, Others, Football
Spain;2/5/1987;Unknown;Bachelors;Married; Male;38;78998;5304;false;iPhone, Others, Tennis
Germany;12/1/1989;Private;Bachelors;Divorced; Male;34,5;4013;1712;true;Iphone, Others, Basketball
France;7/25/1982;Unknown;Bachelors;Married; Male;25;4735;1940;false;iPhone, Honda, Non
Germany;2/28/1971;Private;High School;Married; Male;18,5;4150;1036;false;iPhone, Others, Non
Spain;11/8/1990;Unknown;Doctorate;Married; Male;19,5;8349;1973;false;Samsung, Others, Basketball
Portugal;2/19/1990;Private;Bachelors;Married; Male;35;4154;1527;true;Others, Audi, Non
France;11/30/1971;Public;Bachelors;Married; Male;37,5;7834;836;false;Others, Ford, Football
France;2/28/1985;Unknown;Masters;Divorced; Male;12,5;9639;384;false;Iphone, Honda, Non
Germany;12/27/1983;Private;Bachelors;Separated; Male;30;50519;2852;true;Others, Audi, Basketball
Portugal;12/7/1978;Public;Doctorate;Separated; Female;38,5;28378;3445;false;iPhone, Seat, Non
Germany;3/10/1990;Private;Bachelors;Married; Male;19;39408;3316;false;Samsung, Others, Paddle
Portugal;3/2/1990;Unknown;Doctorate;Married; Male;32,5;8373;839;true;Samsung, Audi, Football
France;5/26/1976;Self Employed;High School;Separated; Male;7;7030;461;true;Samsung, BMW, Non
France;7/18/1982;Unknown;Bachelors;Married; Male;19,5;9492;529;false;Others, Seat, Basketball
Portugal;10/2/1986;Private;Bachelors;Separated; Male;27,5;9418;1200;false;iPhone, Others, Paddle
Spain;4/21/1985;Self Employed;High School;Never Married; Male;26,5;3252;540;false;Samsung, Others, Football
Italy;8/12/1980;Public;Masters;Never Married; Male;17;8417;933;true;iPhone, Others, Non
France;11/28/1986;Unknown;Doctorate;Married; Male;36,5;35213;3968;true;Samsung, BMW, Football
Portugal;9/30/1983;Private;Bachelors;Married; Male;19,5;9283;1429;true;Samsung, Honda, Non
France;9/11/1972;Unknown;Bachelors;Married; Male;30,5;6857;1410;false;Iphone, Honda, Paddle
France;7/16/1985;Public;Bachelors;Married; Male;5;8929;490;false;Iphone, Others, Football
Germany;10/6/1989;Private;High School;Married; Female;20,5;4108;1061;true;iPhone, Others, Football
Germany;12/18/1974;Private;Bachelors;Married; Male;18;9653;1541;false;iPhone, Ford, Football
Germany;2/13/1983;Public;High School;Divorced; Male;35,5;5668;1430;false;Others, Ford, Non
Germany;3/8/1983;Unknown;Bachelors;Never Married; Male;28;6107;1737;true;iPhone, Volkswagen, Non
Germany;12/30/1970;Private;Bachelors;Never Married; Female;39,5;6912;1843;true;Samsung, BMW, Basketball
Spain;11/10/1970;Self Employed;Bachelors;Married; Male;27,5;57894;4694;false;iPhone, Audi, Basketball
France;11/5/1990;Unknown;Bachelors;Married; Male;27;8217;759;false;iPhone, BMW, Non
Italy;9/19/1977;Private;High School;Separated; Male;29,5;6266;1633;true;Samsung, Others, Football
Germany;3/3/1986;Self Employed;Bachelors;Married; Male;20,5;75671;6438;false;iPhone, Others, Paddle
Germany;11/30/1971;Public;Doctorate;Married; Male;29,5;9926;512;false;Others, Others, Non
Italy;12/24/1981;Public;High School;Married; Male;27,5;6606;573;true;Iphone, Others, Non
Germany;2/10/1981;Public;High School;Married; Male;32;41409;6495;false;iPhone, Ford, Paddle
Portugal;3/8/1985;Self Employed;Bachelors;Separated; Male;34;82170;3182;true;Samsung, Volkswagen, Non
Portugal;7/3/1988;Self Employed;Bachelors;Married; Female;23;8090;1421;false;Samsung, Others, Football
Spain;8/11/1976;Self Employed;Masters;Separated; Male;30;5952;1851;false;Others, Seat, Non
Spain;3/13/1977;Self Employed;Bachelors;Married; Male;22;4502;878;false;iPhone, BMW, Non
Germany;7/23/1983;Unknown;High School;Married; Male;31;8042;1386;true;iPhone, Others, Basketball
Spain;8/17/1987;Self Employed;Doctorate;Married; Male;20;7018;996;false;Iphone, Honda, Non
Spain;5/30/1984;Private;High School;Divorced; Male;29,5;6063;1857;true;iPhone, Honda, Paddle
Germany;1/22/1977;Public;Bachelors;Divorced; Male;17,5;3848;1335;false;iPhone, Seat, Tennis
France;3/6/1986;Self Employed;Bachelors;Married; Female;17,5;75315;6939;false;Samsung, Volkswagen, Football
Spain;5/1/1970;Private;Bachelors;Never Married; Female;20;4807;816;false;iPhone, Others, Paddle
France;8/7/1981;Unknown;High School;Divorced; Female;30;7735;1838;false;Iphone, Others, Basketball
Spain;3/11/1978;Public;Masters;Never Married; Female;28,5;5758;857;true;Samsung, Others, Non
France;10/13/1982;Private;Bachelors;Married; Male;35;4530;942;true;Iphone, Others, Football
Germany;12/15/1986;Self Employed;Bachelors;Married; Male;21;9321;1035;true;Samsung, Others, Football
Spain;12/12/1973;Public;Bachelors;Married; Female;31,5;7211;766;true;iPhone, Audi, Non
Spain;6/21/1976;Private;Bachelors;Married; Male;33;8287;1102;false;iPhone, Volkswagen, Non
Germany;9/20/1989;Private;Bachelors;Married; Male;16;5333;442;true;iPhone, Others, Basketball
Germany;4/27/1990;Public;Bachelors;Married; Male;6;7671;408;false;Samsung, BMW, Football
Portugal;8/3/1982;Public;Bachelors;Never Married; Male;27;32010;6067;true;Iphone, Others, Basketball
Italy;8/8/1972;Public;High School;Married; Female;35,5;3974;848;false;Iphone, Ford, Paddle
Italy;1/25/1972;Unknown;Bachelors;Separated; Female;7;5206;478;false;Samsung, Others, Football
Germany;6/17/1977;Private;Bachelors;Married; Male;30,5;9561;810;false;iPhone, Others, Paddle
Germany;11/25/1981;Public;Bachelors;Married; Female;25;9173;634;true;iPhone, Others, Football
Spain;8/22/1985;Unknown;High School;Divorced; Female;37;7937;1966;false;Others, Others, Basketball
Spain;1/1/1981;Private;Bachelors;Married; Male;21;8705;1469;false;iPhone, Seat, Paddle
Spain;9/2/1987;Self Employed;Bachelors;Married; Male;22;23347;6589;false;iPhone, Others, Non
Germany;3/12/1973;Unknown;High School;Never Married; Male;36,5;79875;4214;false;Iphone, Audi, Non
Italy;5/30/1989;Private;Bachelors;Never Married; Male;27;5864;588;true;iPhone, Others, Non
Germany;3/23/1980;Private;High School;Never Married; Female;38;3100;789;false;iPhone, Others, Non
Germany;9/8/1983;Unknown;High School;Divorced; Female;30;25637;4938;true;Samsung, Others, Non
Portugal;3/7/1976;Self Employed;High School;Never Married; Male;16,5;57507;6263;true;Iphone, Others, Non
Portugal;8/2/1989;Private;Masters;Married; Male;22,5;5478;1252;false;Samsung, Honda, Paddle
Spain;5/26/1990;Unknown;Doctorate;Married; Female;35,5;8805;1215;false;Samsung, BMW, Tennis
France;11/10/1971;Unknown;Bachelors;Married; Female;33;9768;1144;true;Iphone, Others, Non
Spain;11/7/1978;Self Employed;Bachelors;Married; Male;34;8927;1506;false;Samsung, Others, Tennis
Germany;7/17/1987;Public;High School;Married; Female;36,5;8300;1958;true;Samsung, Ford, Tennis
France;6/20/1974;Private;Bachelors;Separated; Female;28;9896;1309;true;iPhone, BMW, Non
Portugal;11/3/1987;Private;Bachelors;Married; Male;28;20161;5092;false;Samsung, Seat, Non
Spain;8/12/1972;Private;High School;Married; Female;21,5;27512;6473;false;Samsung, Others, Football
Italy;4/18/1970;Public;High School;Never Married; Male;40;3806;1126;true;Iphone, Ford, Basketball
Germany;10/29/1976;Public;Doctorate;Married; Female;19,5;4683;1097;false;iPhone, BMW, Non
Portugal;9/19/1988;Self Employed;Bachelors;Divorced; Female;40;5284;872;true;iPhone, Volkswagen, Non
Germany;3/2/1975;Unknown;High School;Married; Male;27;26109;2155;true;Samsung, BMW, Non
Germany;11/27/1976;Public;Bachelors;Married; Female;35,5;30943;5600;true;iPhone, Others, Non
Portugal;6/11/1980;Public;Masters;Never Married; Male;6;4659;434;false;iPhone, Others, Non
France;11/9/1990;Self Employed;High School;Married; Female;33,5;3834;800;false;iPhone, Others, Basketball
France;11/11/1981;Unknown;High School;Married; Female;30;29222;4680;false;Others, Volkswagen, Non
Spain;1/12/1973;Self Employed;High School;Married; Female;21;6294;617;false;Samsung, Audi, Non
Germany;10/8/1978;Public;Bachelors;Married; Male;14;3141;440;true;Samsung, Volkswagen, Football
France;3/29/1972;Public;Bachelors;Married; Male;37;9779;1630;true;Others, Others, Non
Germany;4/6/1984;Unknown;Masters;Married; Male;35,5;3778;1230;true;iPhone, Others, Non
Spain;1/13/1987;Unknown;Bachelors;Divorced; Female;19,5;3571;798;false;Others, Others, Non
Germany;5/26/1982;Public;Masters;Separated; Male;28;8691;1351;false;iPhone, Others, Basketball
Germany;12/8/1982;Self Employed;Bachelors;Married; Male;5,5;6150;365;false;Samsung, Others, Basketball
Germany;11/12/1978;Unknown;Bachelors;Married; Male;25;8049;1990;false;Samsung, Others, Non
Portugal;11/12/1985;Public;Bachelors;Married; Male;33,5;6640;693;true;Others, BMW, Non
France;2/13/1977;Private;Masters;Married; Male;17,5;14731;685;false;iPhone, Audi, Basketball
Germany;7/13/1989;Unknown;Masters;Never Married; Female;29,5;8193;1163;false;Others, Audi, Non
Germany;12/30/1985;Self Employed;Bachelors;Married; Male;33,5;5757;1818;true;Samsung, Others, Tennis
Germany;1/24/1990;Private;High School;Married; Male;40;31548;3766;true;iPhone, Others, Paddle
Portugal;9/24/1978;Self Employed;High School;Married; Male;35,5;6065;1338;true;Samsung, Others, Paddle
Italy;4/1/1971;Public;Doctorate;Married; Female;21,5;8943;1699;true;Samsung, Honda, Tennis
France;3/17/1989;Private;Doctorate;Never Married; Male;5;10276;418;false;iPhone, Honda, Tennis
Germany;9/29/1976;Self Employed;High School;Married; Female;19;7270;1385;true;Samsung, Others, Football
Germany;2/16/1977;Unknown;Bachelors;Married; Female;33,5;16778;1266;false;iPhone, BMW, Basketball
Spain;10/10/1986;Private;Bachelors;Married; Male;9;3360;322;false;iPhone, Others, Non
Germany;4/27/1989;Private;Masters;Married; Male;32;27369;4608;true;Samsung, Seat, Paddle
France;9/17/1976;Public;Bachelors;Married; Male;38;4074;857;false;Iphone, BMW, Non
France;1/10/1987;Self Employed;Bachelors;Married; Male;29;3271;1208;true;iPhone, Others, Basketball
Spain;9/20/1972;Public;Bachelors;Divorced; Female;29;4359;985;true;Iphone, Others, Paddle
Portugal;2/16/1974;Self Employed;Masters;Separated; Male;22,5;3043;1855;true;Samsung, BMW, Non
Germany;4/5/1972;Public;Bachelors;Divorced; Female;12,5;6798;387;false;iPhone, Others, Non
Spain;8/15/1970;Self Employed;Bachelors;Divorced; Male;25,5;6375;860;false;Samsung, Others, Football
Italy;7/3/1972;Public;Bachelors;Separated; Female;24,5;7021;1885;true;Samsung, Honda, Tennis
France;7/19/1974;Unknown;Doctorate;Married; Female;22;5672;1249;false;Samsung, Ford, Football
Spain;6/14/1978;Private;Bachelors;Married; Male;31;4786;1043;false;Others, Others, Non
France;8/23/1975;Public;Bachelors;Separated; Female;38,5;9969;619;false;iPhone, Honda, Non
Portugal;4/22/1972;Self Employed;Bachelors;Separated; Male;15,5;7353;402;false;iPhone, Audi, Paddle
Germany;2/7/1987;Unknown;Bachelors;Married; Male;37;85875;5760;true;Samsung, Others, Basketball
Germany;11/22/1977;Unknown;Bachelors;Married; Male;18,5;7814;797;true;Iphone, Others, Paddle
Spain;9/6/1970;Self Employed;High School;Married; Male;23;3388;731;false;Samsung, Others, Football
Italy;11/29/1974;Unknown;Bachelors;Never Married; Male;10,5;10473;490;false;iPhone, Others, Non
Spain;1/24/1984;Public;Masters;Never Married; Male;38,5;5603;1714;false;Others, Others, Non
Italy;1/6/1978;Private;Bachelors;Never Married; Male;17,5;7766;1358;false;iPhone, Ford, Non
Italy;6/14/1989;Self Employed;Doctorate;Married; Male;33;14037;844;true;Iphone, Others, Football
Germany;5/21/1977;Unknown;Doctorate;Divorced; Male;31;8346;1381;false;iPhone, BMW, Paddle
Portugal;4/18/1980;Public;Bachelors;Separated; Male;20,5;5668;801;false;Iphone, Others, Tennis
Portugal;4/25/1986;Public;Bachelors;Married; Male;22;4541;1474;true;Iphone, Honda, Basketball
Italy;5/8/1987;Unknown;Bachelors;Married; Male;25;8122;1318;false;Samsung, Others, Football
Germany;9/11/1988;Private;High School;Married; Female;16,5;5253;1908;true;iPhone, Others, Tennis
Portugal;8/19/1987;Private;High School;Divorced; Male;18;8564;595;false;iPhone, Audi, Football
Germany;9/22/1989;Self Employed;Masters;Divorced; Male;28;6882;880;true;Samsung, Volkswagen, Non
Italy;9/8/1973;Self Employed;High School;Married; Female;39,5;4248;1967;true;Samsung, Ford, Non
Italy;9/13/1980;Self Employed;Bachelors;Married; Male;34,5;8830;1680;true;Others, Others, Non
Portugal;8/15/1987;Unknown;High School;Separated; Male;24,5;4645;1204;false;iPhone, Others, Non
Portugal;4/10/1980;Public;Bachelors;Married; Male;26,5;4134;714;false;iPhone, Ford, Non
Portugal;6/27/1989;Unknown;Masters;Divorced; Female;29,5;7625;1965;true;iPhone, Ford, Tennis
France;3/15/1979;Self Employed;Bachelors;Divorced; Male;7;3005;462;false;iPhone, Seat, Non
Germany;3/8/1980;Unknown;Doctorate;Married; Male;36;9950;989;true;iPhone, BMW, Football
Portugal;6/21/1978;Public;Bachelors;Married; Female;32,5;8821;605;false;iPhone, Seat, Non
Germany;1/24/1972;Unknown;Bachelors;Separated; Male;22,5;3195;653;true;iPhone, Others, Basketball
Portugal;2/22/1972;Self Employed;Bachelors;Married; Female;21,5;7220;1230;true;Samsung, BMW, Non
Germany;1/15/1972;Private;High School;Divorced; Male;18,5;26088;4061;false;Samsung, Others, Non
Germany;9/23/1987;Public;Bachelors;Married; Male;30,5;12865;1867;false;Samsung, BMW, Non
Germany;12/26/1979;Unknown;High School;Never Married; Male;37;5616;1142;false;iPhone, Others, Non
France;5/17/1986;Public;Doctorate;Married; Male;32,5;4140;1381;false;Samsung, Audi, Basketball
Germany;1/11/1971;Private;Bachelors;Separated; Male;19,5;9777;986;false;Samsung, BMW, Basketball
Portugal;6/23/1977;Unknown;High School;Never Married; Female;20,5;5279;1381;false;iPhone, Audi, Non
Spain;10/21/1972;Public;High School;Married; Female;27,5;3318;933;true;iPhone, Volkswagen, Non
Germany;11/1/1984;Private;Bachelors;Married; Female;24,5;7961;795;true;Samsung, Others, Non
France;12/25/1970;Unknown;Doctorate;Married; Female;18;29162;3199;false;iPhone, Others, Basketball
Portugal;3/17/1985;Public;High School;Divorced; Male;32;3147;1087;false;Samsung, Seat, Football
Spain;5/15/1982;Unknown;Bachelors;Married; Female;34;4050;1094;true;Others, Honda, Football
Spain;10/23/1989;Private;High School;Divorced; Female;35;97029;3304;false;Samsung, Ford, Football
France;10/20/1980;Self Employed;High School;Never Married; Female;28;4034;1418;false;iPhone, BMW, Tennis
